0,0.30913,0.39179,0.42765
5,0.24102,0.33514,0.38255
10,0.22148,0.30212,0.36896
15,0.19562,0.30018,0.37086
20,0.22565,0.29696,0.36167
25,0.19461,0.27623,0.32509
30,0.1442,0.26857,0.35061
